X(mm),Y(mm),Z(mm)
-7.135936242147469954e+01,-3.505997331626911517e+01,1.559362755236067244e+02
-7.132944863427880478e+01,-3.506085771766174020e+01,1.559365918827489850e+02
-7.129983013706478800e+01,-3.504623850996699019e+01,1.559373205570255720e+02
-7.126995526904626388e+01,-3.504504171894271281e+01,1.559376922732193975e+02
-7.124012915014077407e+01,-3.504135027630634625e+01,1.559381303200979403e+02
-7.121033250803891690e+01,-3.503598416746734756e+01,1.559386129318712619e+02
-7.118054907928627983e+01,-3.502989734558011037e+01,1.559391147166927851e+02
-7.115079011075887649e+01,-3.502254466639477926e+01,1.559396501627363421e+02
-7.112064572952110098e+01,-3.503507546998081068e+01,1.559396568880343068e+02
-7.109059434007099298e+01,-3.504300036598029067e+01,1.559397860465924737e+02
-7.106087106926520391e+01,-3.503381595366767698e+01,1.559403701979794903e+02
-7.103117655199243075e+01,-3.502300761475586199e+01,1.559409975620883699e+02
-7.100134442232852905e+01,-3.501932297332777466e+01,1.559414354949501558e+02
-7.097157890265292224e+01,-3.501204176651839362e+01,1.559419690992014011e+02
-7.094178277002524169e+01,-3.500650450281857218e+01,1.559424562940692169e+02
-7.091188956069917992e+01,-3.500590586480477384e+01,1.559428121815068948e+02
-7.088157203659227434e+01,-3.502770897142451645e+01,1.559425722725476078e+02
-7.085105426073897661e+01,-3.505955783471391385e+01,1.559420653002081281e+02
-7.082113197303182517e+01,-3.506058549179987693e+01,1.559423779151142924e+02
-7.079137422427162107e+01,-3.505297867720858562e+01,1.559429201609947313e+02
-7.076128185479730348e+01,-3.506268702765193979e+01,1.559430019686755031e+02
-7.073126143474107153e+01,-3.506873878190244653e+01,1.559431809965500122e+02
-7.070163897441211986e+01,-3.505411206361169718e+01,1.559439099172496981e+02
-7.067196332439625905e+01,-3.504194994231370686e+01,1.559445733635505462e+02
-7.064217354527818316e+01,-3.503576821199048652e+01,1.559450777651850615e+02
-7.061249666674677883e+01,-3.502366828980137825e+01,1.559457395578124590e+02
-7.058268729117374107e+01,-3.501869225659501694e+01,1.559462118559051760e+02
-7.055278669191532970e+01,-3.501819528146639016e+01,1.559465651016389529e+02
-7.052290874713918356e+01,-3.501657564259740241e+01,1.559469481899160428e+02
-7.049302430518898177e+01,-3.501548266695395739e+01,1.559473172315233001e+02
-7.046316132868759041e+01,-3.501298059418468966e+01,1.559477238088461206e+02
-7.043322999330089829e+01,-3.501422072436529476e+01,1.559480308299272338e+02
-7.040322918125721685e+01,-3.501891665225419104e+01,1.559482459863741610e+02
-7.037317186368524347e+01,-3.502676344404689956e+01,1.559483773064017100e+02
-7.034317813878281811e+01,-3.503124225040031092e+01,1.559485982035926099e+02
-7.031345365430466643e+01,-3.502140125062025078e+01,1.559491999727485450e+02
-7.028352071335982032e+01,-3.502272687877361079e+01,1.559495047197694078e+02
-7.025346646664816319e+01,-3.503028960838717865e+01,1.559496436209660146e+02
-7.022343775734087501e+01,-3.503649174427404489e+01,1.559498187111468042e+02
-7.019350317026906794e+01,-3.503754483962755018e+01,1.559501307838433775e+02
-7.016347205428111522e+01,-3.504393411256069157e+01,1.559503008839944869e+02
-7.013345816091228357e+01,-3.504926772020754555e+01,1.559504990921238630e+02
-7.010357945717034056e+01,-3.504756264676676381e+01,1.559508844796420703e+02
-7.007374451947636373e+01,-3.504335117027905966e+01,1.559513365695657683e+02
-7.004365776261735732e+01,-3.505281054712781952e+01,1.559514249887489825e+02
-7.001379825005227531e+01,-3.504985574294993000e+01,1.559518436650155024e+02
-6.998449287313279399e+01,-3.501759301115887268e+01,1.559530418256538553e+02
-6.995538660202390702e+01,-3.497444913161091762e+01,1.559545294606309369e+02
-6.992449195094442871e+01,-3.502665485413843527e+01,1.559534809786443930e+02
-6.989442870734713154e+01,-3.503449268740682498e+01,1.559536126062309904e+02
-6.986456624967262030e+01,-3.503171566677247029e+01,1.559540265493685922e+02
-6.983456567948681482e+01,-3.503622930495979659e+01,1.559542465904920618e+02
